"id";"text"
"1002285084446248961";"RT @CNIL_en: #GDPR | @CNIL_en releases a new version of its PIA software ! <U+2192> https://t.co/klfUoCjVLc

UPDATE :
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>Now available in <ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AC><ed><U+00A0><U+00BC><ed><U+00B7><U+00A7><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00A9><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1>…"
"1002285072979021826";"RT @Timothy_Hughes: GDPR's Impact on #ColdCalling and International Sales with @Timothy_hughes @martinbrossman @LinkingIn2Sales https://t.c…"
"1002285067241164800";"RT @Kaeos_Tennyo: If you value your ability to blog, post links, art, fan creations, almost anything internet based, READ THIS.
Even if you…"
"1002285042612269057";"RT @Timothy_Hughes: I’m being bombarded by companies that say “have you thought about generating leads over LinkedIn?”. In a post GDPR worl…"
"1002285035943333888";"Why the GDPR Applies to US Business and How to get In Compliance Fast: https://t.co/7PsZvnHBdg via @YouTube"
"1002284999540903936";"Questions about what #GDPR might mean for you? We're LIVE with Cisco's Chief Privacy Officer @MDennedy to discuss e… https://t.co/QFlIbY02rd"
"1002284984823177216";"Dear GDPR,
The stress you put me under has cost me 1.2KG weight gain in stress eating. I officially hate you."
"1002284981996085249";"RT @wishtreeinfo: Your Digital Marketing Strategy for 2018?
 #SocialMedia #SocialMediaMarketing #DigitalMarketing #ContentMarketing #Growth…"
"1002284975151083520";"RT @gabrielazanfir: Incredible resource: Commentary on 10 GDPR Articles from the forthcoming OUP volume, published open source #GDPR #EUDat…"
"1002284974781874176";"RT @jwiechers: This is, hands down, my favourite GDPR notice. https://t.co/7TI6WmrLPk"
"1002284924991393793";"Localized for 92 countries, available in 42 languages, payroll for 42 countries. SAP SuccessFactors is your partner… https://t.co/Iv8JuijGl0"
"1002284924039258112";"GDPR is done, let’s focus on Y3K!"
"1002284913775673344";"RT @ow: these fake Facebook notifications on its GDPR roadblock are some dark UX shit https://t.co/qTceQCpzEC"
"1002284911426859008";"HR Administrator, Sparkhill: Currently recruiting an Administrator to join a busy HR team in Tyseley, Birmingham. T… https://t.co/kybb1PSrhb"
"1002284896948174848";"RT @iamdylancurran: This is the most 'epic fail' moment I've ever seen in my entire life, privacy and website tracking app @Ghostery sends…"
"1002284882293346304";"RT @simonhodgkins: Thank you to TechConnect Live speaker @AoifeMK @ThinkGlobalF and to @GarryConnolly @hostinireland  #TechConnect18 #Think…"
"1002284879583817729";"How GDS prepared for GDPR https://t.co/1RIPSQJD8j"
"1002284865113518080";"RT @EULaws: GDPR Is Here: Not Yet Compliant? What Employers Need to Consider https://t.co/Sx1tPXorRV"
"1002284845136072704";"My GDPR-Inspired Rant: Privacy, WTF https://t.co/66XmUsO8cj"
"1002284840878829568";"RT @hostinireland: #HostinIreland announces its Showtime sponsorship and participation at #DCE18, 12-14 June in Monaco. https://t.co/3INKNN…"
"1002284829424144384";"RT @benrothke: @SpireSec This story notes that @HiltonHotels was fined $700K; but under #GDPR would be $420M. In some ways, the discrepancy…"
"1002284820708384769";"RT @iMillerPR: .@hostinireland today announces its Showtime sponsorship and participation at #DCE18, 12-14 June in Monaco. https://t.co/RgF…"
"1002284794456215552";"RT @hostinireland: Check out #HostInIreland partner @Future_Tech_SCI's new #DataCentre commissioning blogs. And, at #DCE18 in Monaco, be su…"
"1002284714705719297";"i bet the eu commissioners voting yes on gdpr thought their new regulation was revolutionary up until they had to c… https://t.co/qnnJMowRoU"
"1002284696162721798";"https://t.co/8NleA234aD - GDPR compliance and Blockchain https://t.co/QpAqd6SIFA"
"1002284665183637506";"RT @ScouseBirdBlogs: RT IF YOU GET EXACTLY THE SAME AMOUNT OF SPAM AS BEFORE GDPR"
"1002284648863621122";"RT @Janet_LegReg: RT @mneylon: ICANN vs Epag / Tucows: German Court Rules Against ICANN https://t.co/nm1EAiFy6a &lt;&lt; 1st GDPR/WHOIS case take…"
"1002284622779179008";"RT @_lizbarr: Just so you know, I am SO GDPR compliant that I will absolutely forget your name as soon as you've told me."
"1002284620988211200";"RT @BeyondTrust: After #GDPR, California May Vote on Data Privacy Measure #privacy #Datasecurity @SecureWorldExpo https://t.co/HPwQQKvAEl"
"1002284561307459584";"Didn’t realise how many places had my email address till that GDPR thing come about"
"1002284548695052291";"@Pinterest please delete my account, I did not set this up. #gdpr"
"1002284542777069568";"i am sick of gdpr already <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+200D><U+2640><U+FE0F>"
"1002284531607457793";"RT @Liberdy_: The #California #Consumer #Privacy Act now appears likely to qualify for the ballot, with more than enough signatures to put…"
"1002284520912183297";"RT @NicolasMzrd: Just uploaded a new dribbble shot about our searchable #GDPR project by @algolia! You can now search them in 24 languages…"
"1002284516000530433";"@Jmidd1982 @TwitterSupport @KiteySarah @sugarcubehouse @5spaniels @Steveredwolf @SwaledaleBirds @nybirdnews… https://t.co/RI3lDLKOXg"
"1002284468185550848";"RT @BeyondTrust: GDPR is on the books, #Google, #Facebook face lawsuits, others scramble to comply @SCmagazineUK @DougOlenick #GDPR https:/…"
"1002284463022313472";"RT @LukyVJ: GDPR made searchable by @Algolia 

AND DESIGNED BY THE ONE AND ONLY @NicolasMzrd AND THE IMPRESSIVE @cdenoix ! <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF> https://t.co…"
"1002284429044338690";"RT @CircleID: ICANN vs Epag/Tucows: German Court Rules Against ICANN https://t.co/6o2Py2rfTU #ICANN #GDPR #Domains"
"1002284428125720580";"I thought #GDPR was going to stop this <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB> https://t.co/F6PLpMZbcb"
"1002284418621325313";"RT @Timothy_Hughes: Users Are Souring on Ad Tracking - No 541t Sherlock! -- https://t.co/uynmkn2Lon #advertising #branding #marketing #face…"
"1002284413986660352";"RT @GagraInstitute: Gagra Institute complies with #GDPR requirements to increase #transparency and to comply with the European Union’s Gene…"
"1002284393946284032";"next version of GDPR needs to force social media sites to have a bulk-delete feature instead of forcing users to en… https://t.co/9JYzLOD7BD"
"1002284372538490881";"Question: I have ignored #GDPR due to resource and time constraints. I will dive in at some point, but for a small… https://t.co/FxpoCOOd85"
"1002284362229075969";"French group files GDPR complaints against Facebook, Google, Apple, Amazon, LinkedIn https://t.co/sYw4jXPlBE https://t.co/mChgRQB7yj"
"1002284343673450496";"[ANALYST REPORT] Complying with the #GDPR will yield enormous benefits for any organization that gets it right. In… https://t.co/HIUw8teNJg"
"1002284340007636994";"All these websites thinking they can badger me to click through their GDPR prompts by bombarding me with 100's of g… https://t.co/nDnq3KD19f"
"1002284336941592576";"What's New with Pervasive Encryption and GDPR https://t.co/G6bMIe8jO5 - #webinar #IBMz https://t.co/sjePhBS5Nc"
"1002284326028038144";"RT @CatoHeresy: @50NerdsofGrey She knew all his secrets, his habits and desires. He used to meekly accept the things she did to him, but no…"
"1002284317513519109";"Apple Sides with Russian Govt, Restricts Telegram, Claims Pavel Durov #Apple #Russia #Telegram #apps #bitcoin… https://t.co/yFIR5PcTrn"
"1002284309544407040";"RT @Jvzoo_Products: Is Your #WordPress Site GDPR Compliant? Don’t Let #GDPR25MAY Break Your #Businesses . Fix it! WP GDPR Fix Has The Most…"
"1002284299352068096";"RT @hannahkuchler: Calm, the meditation app, has a GDPR reading for you to fall asleep to. This is for real. https://t.co/MnVeBO2VjY"
"1002284277206306816";"RT @IBMZ: Learn how #IBMz can help you with data security and regulatory compliance. Join our webcast to learn more: https://t.co/y6gVNNJ4f…"
"1002284275666956288";"Irish tech will shape the future of Jaguar and Land Rover https://t.co/w8uTIfwNnd by @neilmbriscoe"
"1002284274224173056";"The latest The GDPR Awareness Coalition  Daily! https://t.co/iXskgL8KWW #gdpr #excuses"
"1002284240229281792";"Op Ed: Five Things Blockchain Firms Need to Know About the GDPR https://t.co/1zmmyLWdoB"
"1002284162743721990";"RT @TradeRiser: Now that all the boring GDPR stuff is done, let's get to the interesting part. #asktraderiser

#traderiser #fintech #gdpr #…"
"1002284160029884416";"RT @gdprpeace: Amid Signs of 'Cronyism, Nepotism, and Conflicts of Interest,' Watchdog Demands Probe of Trump-ZTE Dealings https://t.co/rSb…"
"1002284129730355201";"RT @nrouillon: ""the EU's new copyright reform proposal is set to be voted on next month and it will truly be disastrous to the internet. As…"
"1002284116417679360";"RT @NiPKameeleon: - Year 2008
Open the website
Read the article

- Year 2018
Open the website
Close the window with GDPR
Close the cookies…"
"1002284091641909254";"RT @IXIAcom: .@SWRegister reflects on a recent panel he participated in that explored security in the #cloud and the trends that make it ev…"
"1002284078664646657";"Oh what a joy it was today to be sworn at again by a agent from @Chronofm after asking, again, to be removed from their call list! #gdpr"
"1002284040270082048";"RT @digitalshadows: Just released! Digital Shadows finds 1.5 billion business and consumer files exposed online – just one month before bus…"
"1002284038969806848";"RT @aravo: #Cybersecurity &amp; #VendorRisk: The #ThirdPartyRisk Challenge is Here Now
https://t.co/K91KEh4XCh

.
#infosec #datasec #corpgov #g…"
"1002284031822712832";"RT @shenoyprash: Will location-based #marketing change in the era of #GDPR? https://t.co/JKqjoifsL3 #Marketing #location #localmarketing #G…"
"1002284023723495424";"@50NerdsofGrey She knew all his secrets, his habits and desires. He used to meekly accept the things she did to him… https://t.co/ipCGNuRNoo"
"1002284010670870535";"Insane Record Collections and the People Who Own Them  https://t.co/QXhXHc4Rpr"
"1002283985937031174";"RT @TelemediaTweets: EDITORIAL: So the big day has come – and gone – we now live in a #GDPR world. So now what? Read more of our Editor's a…"
"1002283965213036547";"Are hotel operators ready for GDPR?

https://t.co/u0iINkv5Mv https://t.co/u0iINkv5Mv"
"1002283947265536000";".@ProgressSW legal and marketing teams sharing our GDPR journey #ProgressNEXT18 @JennOrtiz2 https://t.co/lTA3lmMdvR"
"1002283933944369152";"RT @OpenBritain: EU Commission has been exposed as itself violating #GDPR - the data protection law it imposed across EU. 

Officials say E…"
"1002283906316554240";"RT @shenoyprash: Why #GDPR Is a #Marketing Opportunity, Not a Burden - Here is why https://t.co/T76IChDBaQ #MarketingDigital #marketingauto…"
"1002283892035014656";"How are open source projects complying with the GDPR law? https://t.co/3lhil0IwTG https://t.co/VaYgqs9ulF"
"1002283835323813888";"#GDPR just went into effect and offers a new level of #privacy for customer data. But what does it mean for your or… https://t.co/sp5cHcp0cG"
"1002283819418963969";"RT @VivianeRedingEU: Dear @SecretaryRoss I invite you to read the text of #GDPR, which provides for many lawful grounds for processing &amp; tr…"
"1002283811265069056";"RT @mgulati: #GDPRcompliance : After #Facebook, #GDPR activists now hit other #tech giants #Apple, #Amazon, #LinkedIn https://t.co/v6PbS6jx…"
"1002283798694842368";"GDPR: 7 types of Nigerian companies that should comply https://t.co/puxLwuPpX7 #business #featured #gdpr #policy"
"1002283780604743680";"RT @bitcointens: Five Things #Blockchain Firms Should Learn about the #GDPR: As #blockchain technology firms continue to build new solution…"
"1002283768739237888";"RT @mgulati: 4 Ways #GDPR Will Affect #SMB and Large #Businesses #Marketing In Europe as well as The US - check out how https://t.co/5wt5sR…"
"1002283731648942080";"Pocket was better than Instapaper all along anyway, wasn’t it? #gdpr"
"1002283726607437825";"RT @leedsucu: Both motions on lecture capture to #UCU2018 agreed - it must be opt-in &amp; definitely not compulsory, this is especially import…"
"1002283704134365187";"RT @mgulati: Marketers Can Now Quickly Assess Their GDPR Risk and Establish Account Controls for Data Compliance in @DealSignal On-demand C…"
"1002283693258543104";"How are you dealing with the flood of emails regarding new privacy statements? #GDPR is the cause of this, even fro… https://t.co/lnSdUOPgnZ"
"1002283676703567873";"RT @CHSS_Kent: This is good to know #GDPR https://t.co/3S6ymiOszx"
"1002283665873883138";"RT @mgulati: #GDPRcountdown @RakutenMKTG_US Launches New Consent Management Platform to Gain Uniform Signal for Consumer Consent under #GDP…"
"1002283654842728449";"Francis becomes first pope to condemn church's 'culture of abuse and cover-up' https://t.co/hqRGRXriJr https://t.co/E6jjUvhhGQ"
"1002283654108725248";"Five Things #Blockchain Firms Should Learn about the #GDPR: As #blockchain technology firms continue to build new s… https://t.co/OHM96IItYM"
"1002283652963762181";"RT @koursopoulos: @Entrepreneur Internet law and regulation. Gave me the edge of knowing about GDPR well before it got implemented and I to…"
"1002283636622839808";"RT @LMCBuyingGroup: You may be tired of hearing about GDPR but its important you understand the implications of
this new law. Our supplier…"
"1002283630734073857";"After #GDPR, here come the Unintended Consequences - https://t.co/gAc7Ugo7HS by @xBarryLevine via @martech_today… https://t.co/FexH7m6kZw"
"1002283629962317824";"RT @shenoyprash: Understanding #GDPR: What #Consent and Legitimate Interest mean for #ABM
#Marketing #strategies https://t.co/02MU8lx9Ig #M…"
"1002283621716299776";"Product Tour: EU GDPR Documentation Toolkits | EUGDPRAcademy https://t.co/X9zNuzmvyD https://t.co/NKbP1WwuaY"
"1002283617597435906";"#Blockchain and #GDPR: Can they get along? https://t.co/SYqyq1IGKF What areas should IT and business leaders be wat… https://t.co/4qMgfLRZbe"
"1002283611909914629";"Google and Facebook are already abusing GDPR, new report claims https://t.co/FkYhxm7Ulw"
"1002283608491675649";"#Cloud Security Alliance offering self-assessment tool for #GDPR compliance https://t.co/bW19PKpEXM"
"1002283601235447810";"RT @a2na: hey @iamjohnoliver would you talk about how #filters will break internet in #europe because we're running out of ideas how to sto…"
"1002283586375110656";"RT @shenoyprash: The impact of #GDPR on Web #forms , #events , 3rd-Party #LeadGeneration #Marketing Channel Partners and #Sales https://t.c…"
"1002283580838567936";"RT @TheRealCamelio: “DNB teams up with IOTA to explore 
the Economy of Things and MyData / ‘GDPR as an opportunity’” by Wilfried Pimenta ht…"
"1002283571816681473";"RT @AstroSamantha: Ha! On Enterprise they seem to have #GDPR compliance issues on a whole different scale ;-) https://t.co/doGbuxu839"
"1002283558604599296";"FB &amp; Google <ed><U+00A0><U+00BD><ed><U+00B1><U+008A>, accused of breaking nu GDPR data privacy law

https://t.co/UwJK1sNu2Z
<U+274C>”GDPU FB &amp; Google’s “General… https://t.co/fNwlJyTEGV"
"1002283547896438785";"New #AI laws are coming into effect in Europe on May 25. Law firm @NLawGlobal created a bot called Parker to help c… https://t.co/g4FqA0TgQG"
"1002283519253630978";"Most of the noise about GDPR seems to be around mailing lists, but this implies potentially greater impact on… https://t.co/jX9OQF7cdH"
"1002283468477345793";"Hello #GDPR https://t.co/0FE2NjyZ0B"
"1002283458113105920";"GDPR is here: What you need to know about Europe's new data law https://t.co/I5HM5X839g"
"1002283380157886464";"“DNB teams up with IOTA to explore 
the Economy of Things and MyData / ‘GDPR as an opportunity’” by Wilfried Pimenta https://t.co/3RKJOCGpcG"
"1002283367646277632";"How will #GDPR affect #UX design?
https://t.co/ljVGicVXCU"
"1002283350177050624";"After #GDPR, here come the Unintended Consequences by @xBarryLevine via @martech_today https://t.co/2dASidbN53… https://t.co/hxd2hp3tfF"
"1002283348637646848";"RT @AndyGomarsall: Ahead of GDPR, UK fines University of Greenwich £120,000 over data breach | ZDNet https://t.co/u0PZO8jCr1 @n2sltd @N2SSt…"
"1002283343243857925";"@CathyGellis For most businesses compliance with #GDPR is neither unduly complicated or unduly costly; it’s just a… https://t.co/9C3WcoguMA"
"1002283335568314368";"RT @n2sltd: Are you GDPR ready? It comes into force today! https://t.co/F1DokAiZO0"
"1002283304832393221";"Cannot wait for this @ACEDS chapter event and to connect with all of our community in the NE area! @mackmary will b… https://t.co/zf8tDo7TD2"
"1002283288432492549";"RT @MEDIA_Protocol: Think #blockchain and think #transparency. Discover why blockchain is the answer when it comes to verifiable data. http…"
"1002283283135152128";"RT @emilydparker: GDPR ensures the right to be forgotten. Blockchain promises the right NOT to be forgotten. How is Europe going to sort th…"
"1002283264164401153";"RT @n2sltd: What does GDPR mean for Cyber Security? Read more from @NCSC here: https://t.co/GQNvCPn52Z"
"1002283259290574848";"RT @giselilla: Privacy was once misconstrued as being about hiding and secrecy. Now it’s understood to be something much more pressing: pow…"
"1002283222087200775";"#100DaysOfCode R2D17 added bcryptjs library to my todo api application.  really cool easy hash function to encrypt… https://t.co/1pxs51q4dM"
"1002283220656906240";"RT @RocknRollBride: So @ModCloth are no longer shipping to the UK because of GDPR. What the fucking fuck? That's not a thing. https://t.co/…"
"1002283177568710657";"After #GDPR, California May Vote on Data Privacy Measure #privacy #Datasecurity @SecureWorldExpo https://t.co/HPwQQKvAEl"
"1002283141753688064";"@MarkDav2016 @viewsfromleft @PauljePaul @Digbylj I work for an SME, GDPR has not been a massive distraction, it led… https://t.co/pxS2cwIc3v"
"1002283115421806593";"Spend a some evenings researching and testing GDPR (AVG in Dutch) Cookie plugins. I finally found a free one that a… https://t.co/Y4QQeYtc3K"
"1002283111131045888";"#GDPR took effect on May 25. Learn more about how we are ensuring organizations achieve and maintain compliance, he… https://t.co/Zb8FdgfyDF"
"1002283103220617217";"Write now: we need your support for children's data protection https://t.co/MwlMcLhQi9"
"1002283099068215296";"RT @1Br0wn: This is a resounding rejection of @ICANN's claim. The Court states (1) They have jurisdiction whatever the contract says; (2) T…"
"1002283081427021826";"RT @n2sltd: GDPR: The State of Play - have you seen the @ComputerWeekly infographic outlining the 7 key elements of GDPR planning you shoul…"
"1002283068743475203";"Is this your GDPR Strategy? https://t.co/z8Uk2wx8qb"
"1002283041115557894";"EU about to vote on a link tax, you have to pay for any links you use.

Forget The GDPR, The EU's New Copyright Pro… https://t.co/1TvuHRTGTe"
"1002283027500761090";"GDPR bottom up: Scan your database schemas and visualize the tables/columns containing sensitive attributes using… https://t.co/ZH4eRpkiGo"
"1002283020118786048";"Everyone is affected by GDPR https://t.co/jMY8931ha0"
"1002282996353978370";"RT @alicegoldfuss: When it's GDPR eve and you still haven't heard a peep from FitBit https://t.co/yb4WJ7mq7A"
"1002282986388316161";"@OReillyMedia @ali_bike @Microsoft No one company has been prepared for the GDPR."
"1002282949276925953";"RT @IanLJones98: Understanding The Life-Cycle Of The Personal Data You Control
#GDPR #databreach #CyberSecurity #humanfactors #Blockchain #…"
"1002282939596660736";"RT @EUGDPRToday: Critical #EUGDPR #dataprotection training for #Business https://t.co/vrFuEbbxMd #GDPR #BizTip Pls Rt https://t.co/fhNuJqRO…"
"1002282931778289664";"Information and age verification... https://t.co/kYUk3FqGa2"
"1002282892486168576";"GDPR: Creating a world where everyone is a publisher https://t.co/oD0bkVHgIN"
"1002282890531557376";"RT @gdprpeace: World Vision Names New President https://t.co/RHLR3ODexG https://t.co/Q7fHuCMJuI"
"1002282881161547776";"RT @lukOlejnik: Websites detecting medical confition/diseases of users by tracking mouse movements. Without consent or awareness. #GDPR #ep…"
"1002282876644323328";"RT @MASERGY: This is how @Masergy helps with #GDPR ---&gt; https://t.co/v9Aptrj7dp #Security #Infosec #Privacy https://t.co/HEIgTvzuP9"
"1002282858118107141";"RT @BenedictEvans: I haven’t had a GDPR email from LinkedIn. Maybe matter and anti-matter met and cancelled each other out."
"1002282855236538373";"Use Compliance Manager and Service Trust Portal to enhance your GDPR readiness https://t.co/PoCwox8Zk6"
"1002282783518220289";"RT @bibinex: Happy GDPR break up emails week! https://t.co/AnxsrX9ns3"
"1002282780003315712";"RT @hellocolor: 2008
You visit a site, read it, close it

2018
You visit a site, then:
– close the GDPR popup
– close the location tracking…"
"1002282729814347776";"RT @McrClimate: Manchester Climate in Pictures, May edition now available! Follow the link......

#manchester #climateaction #climatechange…"
"1002282717751328768";"GDPR has had the unintentional side effect of emails from companies I have never heard of and definitely don't reme… https://t.co/tfmIFmcUDq"
"1002282713922011137";"Potential #GDPR Nightmares: What worst case scenarios look like &amp; how you can prepare for the potential storm -… https://t.co/CCsq0jMpKW"
"1002282704258371584";"For our customers, the #FedRAMP certification process ensures that Genesys software and #cloud operational procedur… https://t.co/KieNfBmQuI"
"1002282699631947777";"@manconley Hi! I'm a journalist working on smart home privacy (and possibly how it intertwines with GDPR). Might I… https://t.co/9vPSYzB07H"
"1002282698440929280";"GDPR presents a new opportunity for marketers to create unprecedented levels of brand loyalty by focusing on consum… https://t.co/7QvSJuyT4A"
"1002282679868542985";"RT @LicensingLaws: Advice from my colleague Alison Deighton on how’s pubs and other small businesses can get to grips with the now in effec…"
